10.0,81.9,1.0,2.9,-1042.2,156.33,43.3,3814894655.0,810.0,460.0
10.0,81.9,1.0,2.9,56.406252,37.257615,41.010919,3814894820.0,810.0,460.0
10.0,81.9,1.0,2.9,2.659211,0.277566,41.513582,3814894953.0,810.0,460.0
10.0,81.9,1.0,2.9,62.938352,41.635734,42.305771,3814895117.0,810.0,460.0
10.0,81.9,1.0,2.9,63.481982,41.559131,43.989634,3814895282.0,810.0,460.0
10.0,81.9,1.0,2.9,2.601857,-0.500849,38.607214,3814895415.0,810.0,460.0
10.0,81.9,1.0,2.9,61.976507,39.829724,42.697339,3814895579.0,810.0,460.0
10.0,81.9,1.0,2.9,59.159567,38.745848,42.033964,3814895744.0,810.0,460.0
10.0,81.9,1.0,2.9,2.879305,0.290531,40.514046,3814895877.0,830.0,460.0
10.0,81.9,1.0,2.9,61.142593,39.619033,40.770181,3814896041.0,810.0,460.0
10.0,81.9,1.0,2.9,57.617179,37.961858,41.677739,3814896206.0,810.0,460.0
10.0,81.9,1.0,2.9,57.896696,38.516788,41.441057,3814896371.0,810.0,460.0
10.0,81.9,1.0,2.9,54.706918,36.200394,44.372725,3814896536.0,810.0,460.0
10.0,81.9,1.0,2.9,56.127401,36.516083,39.279987,3814896719.0,830.0,460.0
10.0,81.9,1.0,2.9,56.139999,36.137661,43.767658,3814896977.0,790.0,460.0
10.0,81.9,1.0,2.9,55.5079,35.684105,42.153613,3814897235.0,810.0,460.0
10.0,81.9,1.0,2.9,56.3651,36.927874,41.402304,3814897493.0,810.0,460.0
10.0,81.9,1.0,2.9,60.898181,39.728393,40.915142,3814897751.0,790.0,460.0
10.0,81.9,1.0,2.9,63.586585,41.450915,44.048937,3814898009.0,790.0,460.0
10.0,81.9,1.0,2.9,59.992975,38.922019,41.612164,3814898267.0,790.0,460.0
10.0,81.9,1.0,2.9,55.337856,35.711008,41.630335,3814898525.0,810.0,460.0
10.0,81.9,1.0,2.9,56.654816,36.73266,41.644265,3814898783.0,810.0,460.0
10.0,81.9,1.0,2.9,60.276977,39.283974,44.460433,3814899041.0,790.0,460.0
10.0,81.9,1.0,2.9,58.96507,38.873571,41.388573,3814899299.0,810.0,460.0
10.0,81.9,1.0,2.9,58.939928,38.506621,39.876693,3814899557.0,790.0,460.0
10.0,81.9,1.0,2.9,57.639906,37.455509,43.080431,3814899815.0,790.0,460.0
10.0,81.9,1.0,2.9,56.60209,36.899338,43.136226,3814900073.0,790.0,460.0
10.0,81.9,1.0,2.9,60.770841,39.439664,41.684467,3814900331.0,810.0,460.0
10.0,81.9,1.0,2.9,61.18876,40.433733,43.608737,3814900589.0,790.0,460.0
10.0,81.9,1.0,2.9,58.698898,37.861783,43.82423,3814900847.0,810.0,460.0
10.0,81.9,1.0,2.9,56.796189,36.557528,41.516521,3814901105.0,790.0,460.0
10.0,81.9,1.0,2.9,56.531736,36.719339,42.368101,3814901363.0,790.0,460.0
10.0,81.9,1.0,2.9,61.182063,39.955275,45.006378,3814901621.0,810.0,460.0
10.0,81.9,1.0,2.9,56.051248,36.239485,42.168657,3814902137.0,790.0,460.0
10.0,81.9,1.0,2.9,56.419175,36.805704,45.282306,3814902395.0,790.0,460.0
10.0,81.9,1.0,2.9,61.755299,40.1921,43.459509,3814902653.0,790.0,460.0
10.0,81.9,1.0,2.9,62.750772,41.401357,40.303387,3814902911.0,790.0,460.0
10.0,81.9,1.0,2.9,57.598419,38.024901,44.300428,3814903169.0,790.0,460.0
10.0,81.9,1.0,2.9,53.483694,35.247417,41.927583,3814903427.0,810.0,460.0
10.0,81.9,1.0,2.9,56.092589,36.721566,41.084243,3814903685.0,790.0,460.0
10.0,81.9,1.0,2.9,62.001398,40.226097,43.230231,3814903943.0,790.0,460.0
10.0,81.9,1.0,2.9,59.811358,39.425773,42.902113,3814904201.0,790.0,460.0
10.0,81.9,1.0,2.9,54.033738,35.486536,40.62344,3814904459.0,810.0,460.0
10.0,81.9,1.0,2.9,54.537388,36.026025,41.169231,3814904717.0,810.0,460.0
10.0,81.9,1.0,2.9,62.935616,41.831651,44.026254,3814904975.0,810.0,460.0
10.0,81.9,1.0,2.9,60.530927,40.368469,43.077704,3814905233.0,790.0,460.0
10.0,81.9,1.0,2.9,56.33842,37.088143,42.129557,3814905491.0,810.0,460.0
10.0,81.9,1.0,2.9,57.734385,38.277903,45.810604,3814905749.0,810.0,460.0
10.0,81.9,1.0,2.9,55.590998,36.995625,43.33788,3814906007.0,810.0,460.0
10.0,81.9,1.0,2.9,62.279008,41.300155,41.587652,3814906265.0,810.0,460.0
10.0,81.9,1.0,2.9,60.985657,40.861102,43.300738,3814906523.0,810.0,460.0
10.0,81.9,1.0,2.9,57.485978,38.766981,42.678016,3814906781.0,790.0,460.0
10.0,81.9,1.0,2.9,54.045966,36.485149,41.375554,3814907039.0,790.0,460.0
10.0,81.9,1.0,2.9,55.65641,37.699869,43.824639,3814907297.0,810.0,460.0
10.0,81.9,1.0,2.9,62.901121,42.310353,43.642826,3814907555.0,810.0,460.0
10.0,81.9,1.0,2.9,58.905235,39.746952,40.848454,3814907813.0,790.0,460.0
