10.0,81.9,1.0,2.9,46.667927,43.48407,40.258601,3972747468.0,86.75625,43.2,7.825187,0.0,0.0
10.0,81.9,1.0,2.9,46.681011,43.439978,40.237365,3972747809.0,86.446875,43.2,7.642273,0.0,0.0
10.0,81.9,1.0,2.9,46.63764,43.380229,40.260614,3972748150.0,86.846875,43.2,7.993067,0.0,0.0
10.0,81.9,1.0,2.9,46.720498,43.452045,40.223344,3972748490.0,86.79375,43.2,7.053169,0.0,0.0
10.0,81.9,1.0,2.9,46.58896,43.365884,40.254037,3972748831.0,86.775,43.2,7.570729,0.0,0.0
10.0,81.9,1.0,2.9,46.57224,43.413302,40.293943,3972749172.0,86.575,43.2,7.78147,0.0,0.0
10.0,81.9,1.0,2.9,46.614214,43.342668,40.281692,3972749513.0,86.796875,43.2,7.544389,0.0,0.0
10.0,81.9,1.0,2.9,46.529022,43.412432,40.339784,3972749854.0,86.584375,43.2,7.750901,0.0,0.0
10.0,81.9,1.0,2.9,46.642372,43.410984,40.247307,3972750195.0,86.9,43.2,7.303662,0.0,0.0
10.0,81.9,1.0,2.9,46.631074,43.36955,40.262677,3972750536.0,86.74375,43.2,6.919762,0.0,0.0
10.0,81.9,1.0,2.9,46.632686,43.421635,40.225766,3972761938.0,86.90625,43.2,6.349615,0.0,0.0
10.0,81.9,1.0,2.9,46.709696,43.457598,40.225978,3972762279.0,86.240625,43.2,6.456606,0.0,0.0
10.0,81.9,1.0,2.9,46.750749,43.428753,40.180258,3972762621.0,86.765625,43.2,7.604952,0.0,0.0
10.0,81.9,1.0,2.9,46.669604,43.473161,40.266137,3972762962.0,86.94375,43.2,7.031601,0.0,0.0
10.0,81.9,1.0,2.9,46.669208,43.454675,40.259852,3972763304.0,86.809375,43.2,7.063313,0.0,0.0
10.0,81.9,1.0,2.9,46.684407,43.374623,40.206036,3972763645.0,86.71875,43.2,7.610139,0.0,0.0
10.0,81.9,1.0,2.9,46.692544,43.412124,40.233606,3972763987.0,86.803125,43.2,8.34442,0.0,0.0
10.0,81.9,1.0,2.9,46.683033,43.383957,40.220353,3972764328.0,86.84375,43.2,6.984126,0.0,0.0
10.0,81.9,1.0,2.9,46.70855,43.441626,40.223148,3972764670.0,86.9125,43.2,7.917473,0.0,0.0
