10.0,81.9,1.0,2.9,0.0,0.0,0.0,3973906452.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,46.755068,42.706787,40.142359,3973906820.0,86.225,43.2,23.567708,0.0,0.0
10.0,81.9,1.0,2.9,46.819142,42.652808,40.127596,3973907184.0,86.2,43.2,26.124276,0.0,0.0
10.0,81.9,1.0,2.9,46.746036,42.659992,40.155732,3973907569.0,86.3,43.2,30.56415,0.0,0.0
10.0,81.9,1.0,2.9,46.821978,42.748861,40.119094,3973907932.0,85.71875,43.2,25.312597,0.0,0.0
10.0,81.9,1.0,2.9,46.825212,42.692103,40.120776,3973908295.0,86.34375,43.2,26.792322,0.0,0.0
10.0,81.9,1.0,2.9,46.820198,42.783145,40.147083,3973908659.0,86.29375,43.2,30.75645,0.0,0.0
10.0,81.9,1.0,2.9,46.777126,42.580053,40.108713,3973909022.0,86.103125,43.2,27.776157,0.0,0.0
10.0,81.9,1.0,2.9,46.717256,42.558361,40.186306,3973909386.0,86.19375,43.2,24.900747,0.0,0.0
10.0,81.9,1.0,2.9,46.768344,42.571271,40.116969,3973909749.0,86.14375,43.2,30.241117,0.0,0.0
10.0,81.9,1.0,2.9,46.804599,42.703435,40.133566,3973921174.0,86.14375,43.2,24.703162,0.0,0.0
10.0,81.9,1.0,2.9,46.763454,42.727517,40.159057,3973921538.0,86.121875,43.2,24.55559,0.0,0.0
10.0,81.9,1.0,2.9,46.840808,42.731045,40.129227,3973921902.0,86.1625,43.2,24.191631,0.0,0.0
10.0,81.9,1.0,2.9,46.747327,42.74033,40.161612,3973922266.0,86.021875,43.2,30.702371,0.0,0.0
10.0,81.9,1.0,2.9,46.83813,42.704058,40.12783,3973922630.0,85.946875,43.2,27.182395,0.0,0.0
10.0,81.9,1.0,2.9,46.700074,42.64539,40.141684,3973922994.0,86.0875,43.2,30.91361,0.0,0.0
10.0,81.9,1.0,2.9,46.823192,42.560271,40.087528,3973923358.0,86.121875,43.2,28.03922,0.0,0.0
10.0,81.9,1.0,2.9,46.774727,42.742624,40.1021,3973923722.0,86.125,43.2,28.159875,0.0,0.0
10.0,81.9,1.0,2.9,46.854706,42.741689,40.138388,3973924086.0,86.1375,43.2,31.228256,0.0,0.0
10.0,81.9,1.0,2.9,46.791533,42.636017,40.056621,3973924450.0,86.16875,43.2,29.236499,0.0,0.0
10.0,81.9,1.0,2.9,46.784013,42.706225,40.129874,3973935875.0,86.0375,43.2,27.205566,0.0,0.0
10.0,81.9,1.0,2.9,46.807472,42.628787,40.142524,3973936239.0,86.275,43.2,24.11604,0.0,0.0
10.0,81.9,1.0,2.9,46.744414,42.673861,40.155958,3973936603.0,86.3375,43.2,27.228389,0.0,0.0
10.0,81.9,1.0,2.9,46.722409,42.549489,40.165913,3973936969.0,85.96875,43.2,28.446649,0.0,0.0
10.0,81.9,1.0,2.9,46.697684,42.602723,40.153204,3973937333.0,86.146875,43.2,29.773537,0.0,0.0
10.0,81.9,1.0,2.9,46.833269,42.683871,40.126541,3973937697.0,86.16875,43.2,25.936471,0.0,0.0
10.0,81.9,1.0,2.9,46.807018,42.66974,40.111148,3973938062.0,86.209375,43.2,25.510926,0.0,0.0
10.0,81.9,1.0,2.9,46.817357,42.618593,40.115078,3973938427.0,86.31875,43.2,27.950878,0.0,0.0
10.0,81.9,1.0,2.9,46.774871,42.80402,40.177522,3973938791.0,86.175,43.2,28.387475,0.0,0.0
10.0,81.9,1.0,2.9,46.803875,42.67782,40.144681,3973939155.0,85.965625,43.2,25.147671,0.0,0.0
10.0,81.9,1.0,2.9,46.78401,42.705898,40.167808,3973950580.0,86.15,43.2,26.270387,0.0,0.0
10.0,81.9,1.0,2.9,46.813463,42.706853,40.120849,3973950944.0,86.128125,43.2,28.571257,0.0,0.0
10.0,81.9,1.0,2.9,46.708465,42.711022,40.18598,3973951308.0,86.028125,43.2,27.748478,0.0,0.0
10.0,81.9,1.0,2.9,46.773179,42.661034,40.091382,3973951673.0,86.290625,43.2,26.900782,0.0,0.0
10.0,81.9,1.0,2.9,46.752593,42.686767,40.215525,3973952037.0,86.109375,43.2,30.520689,0.0,0.0
10.0,81.9,1.0,2.9,46.796174,42.799152,40.151071,3973952401.0,86.05625,43.2,27.196199,0.0,0.0
10.0,81.9,1.0,2.9,46.786519,42.677134,40.143212,3973952765.0,86.15625,43.2,24.618209,0.0,0.0
10.0,81.9,1.0,2.9,46.774993,42.592698,40.121319,3973953129.0,86.21875,43.2,26.059452,0.0,0.0
10.0,81.9,1.0,2.9,46.731453,42.770677,40.178666,3973953493.0,86.34375,43.2,31.458971,0.0,0.0
10.0,81.9,1.0,2.9,46.834996,42.662278,40.113203,3973953857.0,43.2,43.2,29.784014,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973965241.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973965564.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973965886.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973966209.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973966532.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973966855.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973967178.0,43.2,43.2,0.0,0.0,0.0
10.0,81.9,1.0,2.9,0.0,0.0,43.2,3973967501.0,43.2,43.2,0.0,0.0,0.0
