10.0,81.9,1.0,2.9,17.71612,18.105121,41.035739,3945706444.0,270.0,460.0,114263.994947,256.0
10.0,81.9,1.0,2.9,20.680792,19.628895,40.014861,3945706702.0,290.0,480.0,106951.161049,256.0
10.0,81.9,1.0,2.9,20.81663,19.981337,40.70876,3945706960.0,290.0,520.0,107034.227787,256.0
10.0,81.9,1.0,2.9,21.25887,20.613379,40.110505,3945707218.0,290.0,520.0,106562.127534,256.0
10.0,81.9,1.0,2.9,22.041148,21.558016,39.253737,3945707476.0,290.0,540.0,105612.202878,256.0
10.0,81.9,1.0,2.9,22.079396,21.3137,38.987373,3945714202.0,330.0,660.0,105273.617667,256.0
10.0,81.9,1.0,2.9,33.551329,32.88808,40.559825,3945714442.0,350.0,680.0,94112.07124,256.0
10.0,81.9,1.0,2.9,33.294629,32.13277,39.960639,3945714700.0,350.0,720.0,92786.503606,256.0
10.0,81.9,1.0,2.9,21.281073,21.055835,40.634759,3945782297.0,250.0,380.0,107137.978371,256.0
10.0,81.9,1.0,2.9,13.843285,13.485914,39.185185,3945782555.0,250.0,400.0,122513.571845,256.0
10.0,81.9,1.0,2.9,15.794652,15.366476,39.350738,3945782813.0,250.0,400.0,117725.223321,256.0
10.0,81.9,1.0,2.9,17.578238,17.163676,40.473278,3945783071.0,250.0,400.0,113440.734427,256.0
10.0,81.9,1.0,2.9,18.635883,18.278457,39.18339,3945783329.0,250.0,420.0,111977.157544,256.0
10.0,81.9,1.0,2.9,19.773109,19.346765,39.694504,3945783587.0,250.0,420.0,109520.110746,256.0
10.0,81.9,1.0,2.9,21.704614,21.290147,39.05942,3945783845.0,270.0,460.0,106339.234963,256.0
10.0,81.9,1.0,2.9,21.982468,21.701102,40.250854,3945784103.0,270.0,480.0,105928.24087,256.0
10.0,81.9,1.0,2.9,22.570044,22.185515,40.815161,3945784361.0,290.0,500.0,104993.719687,256.0
10.0,81.9,1.0,2.9,23.283081,22.44754,39.362948,3945784619.0,290.0,520.0,103111.189599,256.0
10.0,81.9,1.0,2.9,24.267276,23.512765,39.931569,3945784877.0,290.0,540.0,101858.417687,256.0
10.0,81.9,1.0,2.9,23.944912,23.372929,39.763763,3945785135.0,310.0,560.0,102549.931558,256.0
10.0,81.9,1.0,2.9,25.459313,25.15739,40.21831,3945785393.0,310.0,580.0,101056.225266,256.0
10.0,81.9,1.0,2.9,25.573023,24.41761,40.291467,3945785651.0,310.0,600.0,99705.903488,256.0
10.0,81.9,1.0,2.9,25.224383,24.464219,41.234047,3945785909.0,330.0,620.0,101211.508884,256.0
10.0,81.9,1.0,2.9,25.13689,24.611352,40.161736,3945786167.0,330.0,620.0,101112.233409,256.0
10.0,81.9,1.0,2.9,25.783407,24.926865,40.529507,3945786425.0,330.0,620.0,100009.778193,256.0
10.0,81.9,1.0,2.9,25.638763,24.8059,39.782476,3945786683.0,350.0,640.0,99911.629819,256.0
10.0,81.9,1.0,2.9,27.064473,26.237248,40.176488,3945786941.0,350.0,660.0,98422.602484,256.0
10.0,81.9,1.0,2.9,26.815683,25.802684,40.289726,3945787199.0,330.0,620.0,98480.47285,256.0
10.0,81.9,1.0,2.9,17.629096,17.279449,39.356912,3945796745.0,270.0,460.0,113925.792816,256.0
10.0,81.9,1.0,2.9,21.804499,21.359767,40.414426,3945797003.0,250.0,440.0,105983.710007,256.0
10.0,81.9,1.0,2.9,22.268025,21.554445,39.782392,3945797261.0,270.0,460.0,104849.878158,256.0
10.0,81.9,1.0,2.9,22.259092,21.700833,40.093651,3945797519.0,270.0,500.0,105088.697977,256.0
10.0,81.9,1.0,2.9,23.779433,22.950606,40.364451,3945797777.0,290.0,520.0,102527.698147,256.0
10.0,81.9,1.0,2.9,23.20141,22.315224,38.912274,3945798035.0,290.0,540.0,103213.585303,256.0
10.0,81.9,1.0,2.9,24.152183,23.530455,39.959773,3945798293.0,290.0,540.0,102215.634705,256.0
10.0,81.9,1.0,2.9,23.932988,23.204907,39.312155,3945798524.0,310.0,560.0,102323.374399,256.0
10.0,81.9,1.0,2.9,24.281606,23.671206,39.779259,3945798809.0,310.0,580.0,102026.759564,256.0
10.0,81.9,1.0,2.9,24.344058,24.15103,40.199738,3945799067.0,330.0,600.0,102640.273085,256.0
10.0,81.9,1.0,2.9,25.187445,24.545388,38.852703,3945799325.0,330.0,620.0,100666.803611,256.0
10.0,81.9,1.0,2.9,24.826994,24.184279,39.310662,3945799583.0,330.0,620.0,101166.285496,256.0
10.0,81.9,1.0,2.9,26.896416,25.878166,39.000496,3945799841.0,350.0,640.0,97881.091536,256.0
10.0,81.9,1.0,2.9,26.608323,25.628766,39.743767,3945800099.0,350.0,660.0,98502.869035,256.0
10.0,81.9,1.0,2.9,25.708059,25.001892,40.343177,3945800357.0,350.0,660.0,100222.118485,256.0
10.0,81.9,1.0,2.9,26.244423,25.501273,39.946667,3945800615.0,350.0,660.0,99361.06015,256.0
10.0,81.9,1.0,2.9,26.680039,26.079048,40.160033,3945800873.0,370.0,680.0,99164.472581,256.0
10.0,81.9,1.0,2.9,16.557088,15.827363,40.032557,3945860730.0,250.0,380.0,115230.429136,256.0
10.0,81.9,1.0,2.9,13.02961,12.33886,40.508659,3945860988.0,250.0,400.0,122917.282125,256.0
10.0,81.9,1.0,2.9,14.40651,14.261534,40.510188,3945861246.0,250.0,380.0,120458.877991,256.0
10.0,81.9,1.0,2.9,16.37123,15.843616,39.817502,3945861504.0,250.0,400.0,116025.032444,256.0
10.0,81.9,1.0,2.9,17.610676,17.108451,40.507653,3945861762.0,250.0,420.0,113238.6864,256.0
10.0,81.9,1.0,2.9,18.725927,18.290617,41.376053,3945862020.0,250.0,440.0,111182.579645,256.0
10.0,81.9,1.0,2.9,20.237003,19.881794,39.780711,3945862278.0,270.0,440.0,108756.68492,256.0
10.0,81.9,1.0,2.9,21.496414,21.362495,39.81564,3945862536.0,270.0,460.0,106939.645501,256.0
10.0,81.9,1.0,2.9,22.999677,22.382247,39.76579,3945862794.0,290.0,480.0,103868.554163,256.0
10.0,81.9,1.0,2.9,22.166843,21.495665,40.221793,3945863052.0,270.0,480.0,105090.10585,256.0
10.0,81.9,1.0,2.9,23.232618,22.201724,39.4403,3945863310.0,290.0,520.0,102908.324957,256.0
10.0,81.9,1.0,2.9,23.428571,22.92453,40.730015,3945863568.0,310.0,540.0,103592.19542,256.0
10.0,81.9,1.0,2.9,23.063237,22.465277,38.814145,3945863826.0,310.0,560.0,103897.378195,256.0
10.0,81.9,1.0,2.9,24.864566,24.296496,40.907711,3945864084.0,310.0,560.0,101708.01053,256.0
10.0,81.9,1.0,2.9,23.950981,23.419561,40.161584,3945864342.0,310.0,580.0,102668.529821,256.0
10.0,81.9,1.0,2.9,24.403808,23.467931,40.161529,3945864600.0,330.0,580.0,101465.5017,256.0
10.0,81.9,1.0,2.9,23.90801,23.210956,40.055851,3945864858.0,330.0,600.0,102467.12238,256.0
10.0,81.9,1.0,2.9,24.403028,23.803979,40.783966,3945865116.0,330.0,620.0,102176.138011,256.0
10.0,81.9,1.0,2.9,24.733153,23.904174,39.653726,3945865374.0,330.0,620.0,101068.279265,256.0
10.0,81.9,1.0,2.9,25.283215,24.033111,39.341988,3945865632.0,350.0,640.0,99650.621312,256.0
10.0,81.9,1.0,2.9,24.516009,23.798025,39.895925,3945865890.0,350.0,640.0,101560.260404,256.0
10.0,81.9,1.0,2.9,25.068798,24.601425,40.816533,3945866148.0,350.0,640.0,101557.42111,256.0
10.0,81.9,1.0,2.9,26.627064,26.089064,39.838828,3945866406.0,350.0,640.0,99184.799613,256.0
10.0,81.9,1.0,2.9,26.205041,25.844763,39.472957,3945866664.0,350.0,660.0,99831.549024,256.0
10.0,81.9,1.0,2.9,25.710563,25.011855,38.309231,3945866922.0,350.0,680.0,99889.047261,256.0
10.0,81.9,1.0,2.9,25.745334,25.060258,39.126219,3945867180.0,350.0,660.0,99860.577827,256.0
10.0,81.9,1.0,2.9,26.026195,24.987534,41.748267,3945867438.0,370.0,680.0,100337.981848,256.0
10.0,81.9,1.0,2.9,25.633337,24.952927,40.507594,3945867696.0,350.0,680.0,100422.861386,256.0
10.0,81.9,1.0,2.9,25.434928,24.907247,40.017575,3945867954.0,370.0,700.0,100688.582486,256.0
10.0,81.9,1.0,2.9,26.285428,25.844391,39.416732,3945868212.0,350.0,660.0,99604.873247,256.0
10.0,81.9,1.0,2.9,25.752854,25.300368,38.654801,3945868470.0,370.0,680.0,100197.16933,256.0
10.0,81.9,1.0,2.9,26.183849,25.807439,39.795865,3945868728.0,370.0,680.0,99932.091685,256.0
10.0,81.9,1.0,2.9,26.529183,26.21448,38.889295,3945868986.0,370.0,680.0,99418.970958,256.0
10.0,81.9,1.0,2.9,26.909524,26.181147,39.596219,3945869244.0,370.0,700.0,98482.58669,256.0
10.0,81.9,1.0,2.9,26.190156,25.570619,38.622584,3945869502.0,350.0,660.0,99352.534001,256.0
10.0,81.9,1.0,2.9,19.889506,18.992847,38.070058,3945881370.0,270.0,440.0,109406.778887,256.0
10.0,81.9,1.0,2.9,22.101401,21.400606,40.236046,3945881629.0,270.0,460.0,105140.611692,256.0
10.0,81.9,1.0,2.9,23.338936,22.41829,39.294837,3945881887.0,270.0,480.0,102907.613339,256.0
10.0,81.9,1.0,2.9,24.745262,23.96688,39.800695,3945882145.0,290.0,500.0,101147.277952,256.0
10.0,81.9,1.0,2.9,24.691576,24.124765,39.876961,3945882403.0,290.0,540.0,101558.718488,256.0
10.0,81.9,1.0,2.9,23.944377,23.363195,39.493985,3945882661.0,290.0,540.0,102513.558988,256.0
10.0,81.9,1.0,2.9,25.174348,24.963475,39.967424,3945882919.0,310.0,560.0,101474.7862,256.0
10.0,81.9,1.0,2.9,25.448838,25.130033,39.654735,3945883177.0,310.0,580.0,100895.783684,256.0
10.0,81.9,1.0,2.9,24.472095,23.805195,39.729956,3945883435.0,330.0,600.0,101670.54555,256.0
10.0,81.9,1.0,2.9,25.441336,24.694497,40.524672,3945883692.0,330.0,600.0,100564.872457,256.0
10.0,81.9,1.0,2.9,25.841341,25.009912,40.349977,3945883951.0,330.0,600.0,99892.743518,256.0
10.0,81.9,1.0,2.9,25.750358,25.309941,40.111601,3945884209.0,330.0,640.0,100464.060031,256.0
10.0,81.9,1.0,2.9,26.247559,25.553195,39.962503,3945884467.0,350.0,660.0,99440.56328,256.0
10.0,81.9,1.0,2.9,26.557145,26.210988,40.415306,3945884725.0,350.0,680.0,99820.069903,256.0
10.0,81.9,1.0,2.9,27.194255,26.555542,40.616297,3945884983.0,350.0,680.0,98820.668488,256.0
10.0,81.9,1.0,2.9,27.649787,26.983047,42.05301,3945885241.0,350.0,680.0,99624.132654,256.0
10.0,81.9,1.0,2.9,26.86654,26.59592,40.880197,3945885499.0,350.0,680.0,99864.014006,256.0
